vendor_id,city,zone_type,vendor_age_years,years_in_business,food_category,license_status,avg_daily_revenue_inr,avg_daily_customers,monthly_stall_rent_inr,num_helpers,hours_open_per_day,competition_within_100m,monthly_health_inspection_score,had_fine_last_year,avg_monthly_rainfall_mm,season_of_observation,has_online_presence,customer_complaint_rate,vendor_survived
VSF-16633,Hyderabad,University Area,22.0,3.91,Beverages,Licensed,1416.54,105.0,6009.75,0,6.96,2.0,84.62,1.0,44.82,Summer,0.0,0.28,0
VSF-16634,Mumbai,Commercial,28.0,1.65,Fast Food,Pending Renewal,1282.21,64.0,1233.09,2,11.43,11.0,,0.0,267.04,Summer,0.0,0.07,1
VSF-16635,Bengaluru,University Area,33.0,16.43,Rolls & Wraps,Unlicensed,1931.16,114.0,7139.94,0,6.36,8.0,45.0,0.0,95.53,Summer,0.0,,1
VSF-16636,Lucknow,Commercial,27.0,8.58,Fast Food,Licensed,1516.88,63.0,3349.18,3,10.95,16.0,65.0,0.0,55.45,Post-Monsoon,1.0,0.25,1
VSF-16637,Delhi,Commercial,22.0,4.53,Fast Food,Expired,,93.0,5521.85,0,7.14,7.0,89.44,0.0,190.6,Monsoon,1.0,,0
VSF-16638,Hyderabad,Industrial,42.0,10.98,Rolls & Wraps,Expired,,51.0,0.0,1,12.59,7.0,30.02,0.0,52.73,Winter,1.0,0.29,0
VSF-16639,Hyderabad,Residential,26.0,5.43,Desserts & Sweets,Licensed,3221.07,139.0,4700.51,0,7.54,5.0,,0.0,63.08,Post-Monsoon,0.0,0.29,0
VSF-16640,Mumbai,University Area,35.0,3.58,Chaat,Pending Renewal,2085.62,94.0,7825.68,0,12.48,5.0,,1.0,279.83,Monsoon,0.0,0.05,1
VSF-16641,Pune,Residential,48.0,16.26,Desserts & Sweets,Unlicensed,2049.52,107.0,0.0,0,11.88,7.0,,0.0,79.91,Post-Monsoon,1.0,0.13,1
VSF-16642,Mumbai,Tourist Spot,34.0,1.24,Chinese,Licensed,1570.89,83.0,4357.67,0,12.82,1.0,,0.0,294.11,Monsoon,0.0,0.18,0
VSF-16643,Mumbai,Residential,44.0,27.2,Chaat,Unlicensed,500.88,25.0,3830.7,0,7.41,2.0,49.69,0.0,257.58,Summer,0.0,,1
VSF-16644,Kochi,Tourist Spot,45.0,25.31,North Indian,Expired,711.03,17.0,6204.08,0,11.46,9.0,25.0,0.0,310.53,Post-Monsoon,1.0,0.13,0
VSF-16645,Delhi,Industrial,53.0,16.39,Fast Food,Pending Renewal,481.2,10.0,2327.14,1,11.46,1.0,70.0,1.0,97.23,Summer,0.0,0.26,0
VSF-16646,Delhi,Tourist Spot,,16.08,North Indian,Licensed,1886.01,117.0,,0,6.41,2.0,85.0,1.0,109.46,Summer,0.0,0.3,1
VSF-16647,Mumbai,Transit Hub,31.0,12.77,Rolls & Wraps,Unlicensed,1175.31,71.0,7996.54,0,12.61,5.0,40.0,0.0,267.18,Post-Monsoon,0.0,0.18,0
VSF-16648,Bengaluru,University Area,36.0,16.34,Grilled & BBQ,Licensed,26778.26,400.0,3817.81,1,6.45,5.0,90.0,1.0,67.68,Winter,0.0,0.28,1
VSF-16649,Hyderabad,Transit Hub,45.0,19.77,Seafood,Licensed,781.07,45.0,902.06,0,6.49,13.0,73.0,0.0,29.15,Winter,0.0,0.2,1
VSF-16650,Bengaluru,University Area,28.0,10.76,North Indian,Unlicensed,1767.59,90.0,5643.65,0,7.57,7.0,,1.0,147.71,Monsoon,1.0,0.01,1
VSF-16651,Kochi,Transit Hub,39.0,13.55,Rolls & Wraps,Licensed,2452.81,132.0,5705.71,0,6.3,6.0,60.0,0.0,350.0,Monsoon,0.0,0.21,0
VSF-16652,Delhi,Tourist Spot,40.0,17.95,Rolls & Wraps,Pending Renewal,2809.55,148.0,0.0,0,13.94,4.0,40.0,0.0,89.83,Winter,0.0,0.09,0
VSF-16653,Pune,Tourist Spot,26.0,4.47,Fast Food,Licensed,3619.83,171.0,,0,12.41,2.0,,1.0,86.72,Summer,0.0,0.29,0
VSF-16654,Bengaluru,Transit Hub,46.0,20.88,North Indian,Pending Renewal,673.89,30.0,6067.0,1,6.19,15.0,,1.0,166.76,Monsoon,0.0,0.08,0
VSF-16655,Jaipur,Residential,22.0,4.08,Rolls & Wraps,Unlicensed,629.39,10.0,0.0,0,12.58,1.0,74.8,1.0,88.54,Monsoon,0.0,0.04,0
VSF-16656,Jaipur,Residential,41.0,13.33,Desserts & Sweets,Pending Renewal,6367.39563065921,4.0,2000.99,0,6.33,2.0,65.0,0.0,29.16,Summer,0.0,0.26,1
VSF-16657,Bengaluru,Tourist Spot,35.0,5.91,North Indian,Licensed,709.39,20.0,1167.96,1,6.15,3.0,35.0,0.0,82.38,Summer,1.0,0.16,0
VSF-16658,Delhi,University Area,52.0,29.54,North Indian,Expired,,73.0,1945.03,1,6.54,6.0,35.0,0.0,91.85,Winter,0.0,0.25,0
VSF-16659,Mumbai,Industrial,40.0,4.09,North Indian,Licensed,1127.27,38.0,1986.65,0,7.02,9.0,24.9,1.0,216.93,Winter,1.0,0.28,1
VSF-16660,Mumbai,Commercial,41.0,4.33,Desserts & Sweets,Expired,7610.1,383.0,5427.22,0,7.22,5.0,72.62,0.0,255.91,Summer,0.0,0.24,1
VSF-16661,Pune,Transit Hub,24.0,5.45,Chaat,Licensed,1289.71,44.0,4522.8,0,6.69,13.0,25.71,0.0,61.55,Summer,0.0,0.07,0
VSF-16662,Pune,Industrial,31.0,8.02,North Indian,Licensed,685.26,39.0,3963.61,0,6.93,9.0,,0.0,65.74,Summer,1.0,0.2,0
VSF-16663,Bengaluru,University Area,,2.88,Desserts & Sweets,Unlicensed,629.16,65.0,5782.22,1,13.88,2.0,25.0,0.0,70.08,Winter,1.0,0.22,0
VSF-16664,Bengaluru,Residential,,3.92,Grilled & BBQ,Licensed,2020.61,106.0,1811.14,0,6.37,9.0,90.6,0.0,107.79,Summer,0.0,0.16,1
VSF-16665,Bengaluru,Residential,32.0,1.99,South Indian,Pending Renewal,,,6152.59,3,7.74,3.0,,0.0,125.28,Monsoon,0.0,0.16,0
VSF-16666,Mumbai,Transit Hub,26.0,2.7,Rolls & Wraps,Licensed,2196.0,136.0,3033.96,1,6.84,11.0,25.0,1.0,243.65,Winter,0.0,0.03,0
VSF-16667,Kochi,Commercial,,19.32,Rolls & Wraps,Unlicensed,1005.92,64.0,0.0,0,13.11,5.0,37.16,1.0,306.06,Summer,1.0,,0
VSF-16668,Mumbai,Commercial,34.0,15.32,Chaat,Expired,1218.6,59.0,5772.89,0,13.0,10.0,,0.0,249.08,Summer,0.0,0.05,0
VSF-16669,Delhi,Commercial,23.0,3.15,Rolls & Wraps,Unlicensed,678.62,26.0,3478.52,1,12.42,,,0.0,97.04,Post-Monsoon,0.0,0.13,0
VSF-16670,Jaipur,Commercial,38.0,15.6,Seafood,Licensed,661.43,,4400.23,0,11.81,11.0,56.63,0.0,17.79,Winter,1.0,0.01,1
VSF-16671,Pune,Tourist Spot,35.0,1.16,Fast Food,Licensed,930.44,64.0,,0,7.5,0.0,,0.0,166.74,Monsoon,0.0,0.15,0
VSF-16672,Hyderabad,Tourist Spot,54.0,17.03,North Indian,Licensed,,70.0,1942.62,1,11.0,5.0,25.0,0.0,36.23,Winter,0.0,0.07,0
VSF-16673,Mumbai,Tourist Spot,36.0,5.15,Chaat,Expired,2717.98,132.0,4700.57,1,7.83,0.0,55.19,1.0,301.36,Monsoon,0.0,0.26,0
VSF-16674,Pune,Commercial,50.0,3.3,Chaat,Licensed,,10.0,7195.19,0,11.51,14.0,46.2,1.0,75.12,Winter,0.0,0.2,0
VSF-16675,Hyderabad,Residential,53.0,,Desserts & Sweets,Pending Renewal,1136.12,76.0,3343.17,1,7.86,2.0,39.37,0.0,77.11,Post-Monsoon,0.0,0.13,0
VSF-16676,Mumbai,Tourist Spot,23.0,3.41,Rolls & Wraps,Licensed,1724.65,79.0,5850.19,1,11.33,1.0,34.98,0.0,296.76,Monsoon,0.0,0.28,0
VSF-16677,Mumbai,Tourist Spot,33.0,13.13,Fast Food,Unlicensed,1124.12,21.0,4002.59,0,7.5,4.0,,0.0,261.29,Post-Monsoon,0.0,0.23,0
VSF-16678,Hyderabad,Tourist Spot,31.0,0.95,Desserts & Sweets,Expired,2688.44,136.0,6017.93,3,6.0,3.0,22.95,0.0,37.05,Winter,0.0,0.09,0
VSF-16679,Delhi,Industrial,40.0,2.8,South Indian,Licensed,467.3,17.0,6934.57,0,11.88,0.0,,0.0,94.13,Post-Monsoon,0.0,0.17,1
VSF-16680,Lucknow,Tourist Spot,49.0,7.27,Chaat,Unlicensed,1411.97,57.0,5303.88,3,11.1,0.0,25.0,1.0,81.76,Monsoon,0.0,0.04,1
VSF-16681,Mumbai,Tourist Spot,55.0,6.36,Desserts & Sweets,Unlicensed,,78.0,2268.83,1,13.22,7.0,55.0,0.0,263.78,Summer,0.0,0.02,0
VSF-16682,Bengaluru,University Area,26.0,1.66,Rolls & Wraps,Licensed,1143.52,60.0,3865.62,1,10.62,1.0,67.45,0.0,88.31,Summer,0.0,0.27,1
VSF-16683,Pune,University Area,47.0,6.26,Grilled & BBQ,Licensed,1797.7,91.0,0.0,0,7.41,4.0,,0.0,65.44,Winter,0.0,,0
VSF-16684,Bengaluru,University Area,31.0,7.42,South Indian,Licensed,783.81,59.0,5886.31,0,6.51,2.0,,0.0,62.4,Winter,0.0,0.04,0
VSF-16685,Pune,University Area,20.0,1.87,Beverages,Licensed,1507.26,54.0,2558.67,0,6.21,6.0,,0.0,92.97,Post-Monsoon,0.0,0.28,0
VSF-16686,Kochi,Commercial,34.0,15.49,Chinese,Unlicensed,1064.9,37.0,2433.09,0,13.8,11.0,27.99,0.0,350.0,Monsoon,1.0,,0
VSF-16687,Pune,Transit Hub,37.0,4.87,Seafood,Licensed,1389.81,61.0,2180.36,1,10.34,10.0,78.86,0.0,145.42,Monsoon,0.0,0.23,1
VSF-16688,Lucknow,Transit Hub,38.0,15.72,North Indian,Expired,1223.27,63.0,0.0,1,6.33,15.0,89.57,1.0,133.7,Monsoon,0.0,0.2,0
VSF-16689,Delhi,Residential,45.0,26.57,Rolls & Wraps,Unlicensed,1979.68,112.0,2376.29,0,6.99,4.0,,0.0,119.41,Summer,0.0,0.06,0
VSF-16690,Mumbai,Industrial,24.0,5.06,Desserts & Sweets,Licensed,706.28,36.0,,0,10.55,8.0,,1.0,220.18,Winter,0.0,0.08,0
VSF-16691,Lucknow,Industrial,45.0,25.0,Desserts & Sweets,Pending Renewal,1130.59,29.0,7050.37,1,11.84,6.0,,0.0,111.91,Monsoon,0.0,0.12,1
VSF-16692,Delhi,Transit Hub,23.0,1.02,Fast Food,Licensed,1981.16,78.0,4743.12,0,7.21,7.0,64.8,0.0,102.3,Summer,0.0,0.13,0
VSF-16693,Jaipur,University Area,43.0,20.92,Seafood,Pending Renewal,1326.75,51.0,6288.48,0,6.96,6.0,29.1,1.0,17.15,Summer,0.0,,0
VSF-16694,Jaipur,Residential,35.0,,Seafood,Unlicensed,910.44,31.0,0.0,0,10.74,1.0,,0.0,112.07,Monsoon,0.0,0.28,0
VSF-16695,Bengaluru,Tourist Spot,,,South Indian,Licensed,,40.0,1452.97,4,12.79,8.0,53.61,0.0,76.89,Winter,0.0,0.04,0
VSF-16696,Pune,Industrial,32.0,15.4,Desserts & Sweets,Licensed,709.71,50.0,0.0,0,6.94,8.0,93.73,0.0,91.45,Summer,0.0,0.25,0
VSF-16697,Jaipur,Tourist Spot,55.0,1.15,Beverages,Licensed,2784.53,168.0,,0,12.95,9.0,,0.0,104.45,Monsoon,0.0,0.11,1
VSF-16698,Pune,Residential,24.0,,Chinese,Licensed,1845.25,89.0,4795.42,0,11.08,3.0,,0.0,56.15,Winter,1.0,,1
VSF-16699,Lucknow,Tourist Spot,46.0,12.7,North Indian,Unlicensed,7193.89,353.0,6288.51,4,12.71,2.0,63.25,1.0,68.87,Monsoon,0.0,0.2,1
VSF-16700,Mumbai,Residential,39.0,9.9,Rolls & Wraps,Unlicensed,,127.0,3528.76,0,12.98,7.0,87.8,0.0,250.67,Winter,0.0,0.29,0
VSF-16701,Delhi,Commercial,50.0,28.53,Chinese,Unlicensed,863.91,48.0,2715.79,0,7.78,7.0,85.03,1.0,95.49,Winter,0.0,0.11,0
VSF-16702,Delhi,Commercial,50.0,27.83,Rolls & Wraps,Pending Renewal,4274.14,208.0,0.0,1,11.07,12.0,37.14,0.0,186.55,Monsoon,1.0,0.18,0
VSF-16703,Mumbai,Tourist Spot,31.0,4.6,Beverages,Licensed,2123.21,68.0,3822.04,0,13.78,8.0,71.99,1.0,315.37,Monsoon,0.0,0.27,0
VSF-16704,Mumbai,Transit Hub,55.0,2.97,Chaat,Unlicensed,7850.69,2.0,3129.06,0,11.42,5.0,25.07,0.0,264.68,Post-Monsoon,0.0,,1
VSF-16705,Mumbai,University Area,27.0,6.51,Beverages,Expired,1189.94,43.0,1717.66,0,7.67,6.0,,1.0,248.26,Post-Monsoon,0.0,0.24,0
VSF-16706,Jaipur,Industrial,41.0,10.17,Chinese,Licensed,774.84,27.0,5213.81,4,7.16,5.0,,0.0,40.81,Summer,0.0,0.07,1
VSF-16707,Delhi,University Area,48.0,12.35,Chinese,Licensed,1183.16,64.0,1117.45,2,6.81,,30.0,0.0,176.3,Monsoon,0.0,0.17,0
VSF-16708,Bengaluru,Commercial,34.0,16.71,Rolls & Wraps,Unlicensed,,118.0,3988.55,1,13.64,,93.65,1.0,58.43,Winter,0.0,0.13,0
VSF-16709,Delhi,University Area,51.0,26.7,Desserts & Sweets,Unlicensed,2555.93,117.0,7101.65,0,13.21,8.0,85.0,0.0,88.65,Winter,0.0,0.29,0
VSF-16710,Bengaluru,Transit Hub,35.0,18.12,North Indian,Expired,,39.0,7091.08,1,7.37,9.0,67.16,0.0,114.54,Post-Monsoon,0.0,0.26,0
VSF-16711,Mumbai,Industrial,51.0,14.75,Grilled & BBQ,Unlicensed,,34.0,4654.29,1,7.68,4.0,88.87,0.0,224.75,Winter,0.0,0.12,0
VSF-16712,Delhi,Commercial,29.0,5.69,South Indian,Licensed,593.64,48.0,1083.52,0,11.24,17.0,69.22,1.0,173.9,Monsoon,0.0,0.22,1
VSF-16713,Bengaluru,Tourist Spot,39.0,20.45,Seafood,Pending Renewal,6289.116795211807,4.0,6417.56,0,7.36,7.0,73.67,0.0,81.0,Winter,0.0,0.01,1
VSF-16714,Lucknow,University Area,,20.09,Chaat,Unlicensed,1803.84,89.0,,0,6.4,8.0,26.33,0.0,119.36,Monsoon,0.0,0.06,1
VSF-16715,Kochi,Transit Hub,54.0,26.74,Chinese,Licensed,1008.8,,5516.9,2,7.44,9.0,28.3,0.0,317.49,Post-Monsoon,0.0,0.1,1
VSF-16716,Bengaluru,Transit Hub,42.0,24.17,Rolls & Wraps,Expired,695.16,18.0,7098.48,3,10.89,17.0,55.0,1.0,107.01,Post-Monsoon,0.0,0.26,0
VSF-16717,Delhi,Transit Hub,38.0,5.64,Seafood,Licensed,697.98,31.0,5112.78,2,6.75,9.0,38.31,1.0,110.75,Summer,0.0,0.06,0
VSF-16718,Mumbai,University Area,26.0,6.57,Desserts & Sweets,Licensed,1682.42,91.0,2543.03,0,13.04,3.0,,0.0,262.04,Post-Monsoon,0.0,0.24,1
VSF-16719,Mumbai,Tourist Spot,20.0,3.42,Grilled & BBQ,Expired,4683.12,234.0,2685.71,2,6.96,5.0,35.0,0.0,239.26,Summer,0.0,0.29,0
VSF-16720,Delhi,Residential,,6.38,Fast Food,Licensed,1026.17,57.0,2359.95,0,6.62,5.0,,1.0,92.47,Winter,0.0,0.22,1
VSF-16721,Delhi,Transit Hub,45.0,6.55,Chinese,Licensed,508.75,15.0,0.0,1,10.21,6.0,,0.0,90.64,Post-Monsoon,1.0,0.19,0
VSF-16722,Kochi,Residential,26.0,0.62,Seafood,Pending Renewal,3678.13,200.0,0.0,0,7.3,8.0,50.0,1.0,288.72,Post-Monsoon,0.0,,0
VSF-16723,Pune,Tourist Spot,47.0,23.35,Desserts & Sweets,Expired,2030.66,108.0,3696.69,0,11.54,4.0,71.07,0.0,60.23,Post-Monsoon,0.0,,1
VSF-16724,Mumbai,Industrial,20.0,1.33,Grilled & BBQ,Expired,790.92,35.0,0.0,0,7.15,2.0,,0.0,330.59,Monsoon,0.0,0.15,0
VSF-16725,Delhi,Tourist Spot,41.0,19.02,Beverages,Unlicensed,1609.32,88.0,0.0,1,7.94,8.0,34.97,0.0,189.48,Monsoon,0.0,0.02,0
VSF-16726,Pune,Residential,43.0,,South Indian,Licensed,37453.09,400.0,3797.89,0,13.08,4.0,,1.0,79.2,Post-Monsoon,0.0,,1
VSF-16727,Jaipur,Commercial,,11.11,Seafood,Licensed,295.05,10.0,1802.65,0,13.31,9.0,76.67,1.0,92.25,Monsoon,0.0,0.29,0
VSF-16728,Mumbai,University Area,42.0,17.19,Chinese,Expired,1505.23,89.0,7613.66,2,7.89,7.0,39.29,0.0,253.96,Winter,0.0,0.18,0
VSF-16729,Bengaluru,Commercial,38.0,10.35,Rolls & Wraps,Expired,4338.52,227.0,6312.08,0,11.4,9.0,50.4,1.0,107.08,Summer,0.0,0.09,0
VSF-16730,Jaipur,Commercial,,22.46,Desserts & Sweets,Licensed,,95.0,2046.99,4,10.31,11.0,41.27,0.0,46.16,Post-Monsoon,0.0,0.02,0
VSF-16731,Pune,University Area,36.0,11.02,Seafood,Licensed,1616.97,106.0,0.0,0,7.68,6.0,68.96,0.0,117.12,Monsoon,0.0,0.13,0
VSF-16732,Mumbai,Industrial,39.0,14.59,Desserts & Sweets,Licensed,635.23,42.0,3846.4,2,6.89,6.0,,1.0,293.14,Monsoon,0.0,0.07,0
VSF-16733,Bengaluru,University Area,,14.68,Chaat,Licensed,2285.71,112.0,1452.12,0,13.65,6.0,,0.0,92.81,Post-Monsoon,0.0,,1
VSF-16734,Hyderabad,Tourist Spot,42.0,4.47,Seafood,Expired,,56.0,3805.9,0,6.23,1.0,30.0,1.0,59.07,Winter,0.0,0.13,0
VSF-16735,Pune,Residential,22.0,4.36,Beverages,Expired,,206.0,2334.61,0,6.55,6.0,55.04,0.0,72.29,Post-Monsoon,0.0,0.27,0
VSF-16736,Delhi,Residential,33.0,8.33,Rolls & Wraps,Licensed,585.16,45.0,2908.82,0,13.01,5.0,45.0,1.0,115.79,Post-Monsoon,1.0,0.24,0
VSF-16737,Mumbai,Industrial,32.0,1.62,Grilled & BBQ,Expired,867.67,31.0,2410.18,2,6.78,6.0,46.24,0.0,253.38,Winter,0.0,0.28,0
VSF-16738,Pune,University Area,41.0,24.91,Seafood,Pending Renewal,4152.38,239.0,7923.97,2,7.31,1.0,89.22,1.0,60.82,Post-Monsoon,0.0,0.11,1
VSF-16739,Kochi,Residential,25.0,8.73,Grilled & BBQ,Pending Renewal,1325.27,,3195.7,0,6.36,9.0,90.69,1.0,304.39,Winter,1.0,,1
VSF-16740,Bengaluru,Industrial,50.0,17.65,Chinese,Licensed,2012.06,111.0,7153.43,0,7.92,9.0,70.87,1.0,85.42,Summer,0.0,0.29,0
VSF-16741,Lucknow,University Area,24.0,3.26,Fast Food,Pending Renewal,1209.14,51.0,6423.45,0,7.74,7.0,,1.0,119.1,Monsoon,0.0,0.17,0
VSF-16742,Lucknow,Industrial,20.0,0.88,Seafood,Unlicensed,1446.71,71.0,7805.4,0,13.27,0.0,67.03,1.0,106.14,Monsoon,0.0,0.23,0
VSF-16743,Bengaluru,University Area,47.0,28.68,South Indian,Licensed,6611.03,336.0,2944.51,0,12.41,2.0,65.0,0.0,129.72,Monsoon,0.0,0.11,1
VSF-16744,Lucknow,Residential,23.0,4.97,Rolls & Wraps,Unlicensed,2089.36,104.0,5084.49,1,13.53,6.0,65.0,0.0,47.96,Summer,1.0,0.19,1
VSF-16745,Delhi,Tourist Spot,50.0,23.37,Chinese,Licensed,1797.03,98.0,4137.71,0,7.72,4.0,,0.0,127.65,Post-Monsoon,0.0,0.02,0
VSF-16746,Hyderabad,Transit Hub,29.0,12.31,South Indian,Licensed,,24.0,5059.28,2,12.67,17.0,,0.0,51.95,Winter,0.0,0.09,0
VSF-16747,Hyderabad,Industrial,44.0,17.55,Seafood,Licensed,4394.524381859641,4.0,7183.76,2,7.88,8.0,,1.0,64.76,Summer,0.0,0.16,1
VSF-16748,Bengaluru,Transit Hub,39.0,8.41,Fast Food,,2046.51,117.0,0.0,0,10.86,19.0,35.3,0.0,75.04,Summer,0.0,0.18,1
VSF-16749,Mumbai,Industrial,35.0,2.8,Grilled & BBQ,Expired,,118.0,2720.0,0,6.73,3.0,51.82,0.0,307.8,Monsoon,1.0,0.25,0
VSF-16750,Hyderabad,Residential,33.0,6.33,Desserts & Sweets,Licensed,3031.56,125.0,5142.7,1,10.71,3.0,,0.0,65.3,Post-Monsoon,0.0,0.14,1
VSF-16751,Delhi,Industrial,23.0,4.62,Chinese,Licensed,864.97,44.0,0.0,1,6.57,9.0,78.73,0.0,102.16,Summer,0.0,0.15,1
VSF-16752,Jaipur,Commercial,22.0,0.9,Grilled & BBQ,Licensed,582.92,32.0,4489.2,0,12.85,11.0,,0.0,23.43,Post-Monsoon,0.0,,0
VSF-16753,Hyderabad,Commercial,35.0,10.81,South Indian,Unlicensed,1305.4,75.0,1137.22,1,6.15,14.0,,0.0,45.64,Winter,0.0,0.25,0
VSF-16754,Jaipur,Tourist Spot,37.0,12.49,Grilled & BBQ,Licensed,4731.02,245.0,6422.33,3,11.49,6.0,,0.0,37.93,Winter,0.0,0.29,1
VSF-16755,Jaipur,Transit Hub,21.0,4.15,Fast Food,,1882.09,79.0,3321.12,0,10.01,10.0,65.0,1.0,24.13,Summer,0.0,0.22,1
VSF-16756,Hyderabad,Residential,49.0,19.23,South Indian,Licensed,2237.93,,4521.38,0,6.8,9.0,,1.0,89.37,Monsoon,1.0,0.05,1
VSF-16757,Bengaluru,Industrial,31.0,6.08,South Indian,Pending Renewal,1539.44,82.0,0.0,0,7.25,2.0,54.46,1.0,77.85,Summer,0.0,0.17,0
VSF-16758,Jaipur,Tourist Spot,43.0,16.46,Rolls & Wraps,Unlicensed,2594.3,136.0,0.0,1,11.29,3.0,,1.0,12.25,Winter,0.0,0.16,0
VSF-16759,Bengaluru,Tourist Spot,52.0,25.98,Seafood,Licensed,1052.39,51.0,3126.48,0,7.4,6.0,62.49,0.0,103.59,Winter,0.0,0.12,1
VSF-16760,Delhi,University Area,35.0,16.94,North Indian,Licensed,3566.98,188.0,7101.93,1,10.05,8.0,,0.0,115.91,Summer,0.0,0.16,0
VSF-16761,Lucknow,Transit Hub,43.0,19.38,Desserts & Sweets,Unlicensed,3004.06,146.0,4644.56,4,7.87,19.0,58.59,0.0,47.85,Post-Monsoon,0.0,0.08,0
VSF-16762,Jaipur,Commercial,38.0,15.29,Chaat,Unlicensed,951.36,72.0,4047.63,1,10.5,12.0,,0.0,14.55,Winter,1.0,0.21,0
VSF-16763,Mumbai,Commercial,32.0,,Chinese,Licensed,12000.0,400.0,7013.07,1,13.67,9.0,,0.0,229.74,Winter,0.0,0.21,1
VSF-16764,Jaipur,Commercial,29.0,3.55,Fast Food,Licensed,574.16,32.0,3050.98,4,11.78,5.0,32.94,0.0,22.46,Winter,0.0,0.02,0
VSF-16765,Hyderabad,Residential,48.0,7.18,Chinese,Licensed,1622.11,85.0,0.0,0,7.62,0.0,,0.0,148.82,Monsoon,0.0,0.21,0
VSF-16766,Lucknow,Transit Hub,39.0,16.15,Grilled & BBQ,Unlicensed,611.05,19.0,0.0,0,6.25,8.0,85.38,,98.33,Monsoon,0.0,0.11,0
VSF-16767,Delhi,Residential,33.0,15.91,Rolls & Wraps,Unlicensed,1086.36,59.0,1455.08,3,12.14,0.0,30.0,0.0,104.7,Winter,0.0,0.03,0
VSF-16768,Lucknow,Tourist Spot,25.0,,North Indian,Unlicensed,1411.26,,3791.98,0,6.49,5.0,26.09,0.0,26.27,Winter,0.0,,0
VSF-16769,Hyderabad,Commercial,40.0,13.22,Desserts & Sweets,Expired,1132.0,65.0,6616.26,0,7.41,6.0,,1.0,73.55,Post-Monsoon,0.0,0.24,0
VSF-16770,Delhi,Industrial,24.0,3.05,Beverages,Licensed,3524.86,154.0,1735.02,0,11.53,5.0,44.51,0.0,103.41,Summer,0.0,0.28,0
VSF-16771,Mumbai,Transit Hub,28.0,5.73,Beverages,Licensed,1056.45,67.0,0.0,2,11.57,10.0,55.34,0.0,233.61,Winter,0.0,0.21,0
VSF-16772,Delhi,Commercial,20.0,0.52,South Indian,Unlicensed,2188.45,99.0,0.0,0,7.75,13.0,,0.0,175.72,Monsoon,0.0,0.17,1
VSF-16773,Hyderabad,University Area,35.0,13.76,Desserts & Sweets,Licensed,1721.85,76.0,907.84,1,13.71,2.0,,0.0,75.17,Post-Monsoon,0.0,0.11,0
VSF-16774,Jaipur,Industrial,39.0,12.78,South Indian,Licensed,,,4757.88,0,7.33,9.0,25.75,1.0,99.88,Monsoon,0.0,,0
VSF-16775,Hyderabad,Tourist Spot,53.0,1.7,Grilled & BBQ,Unlicensed,1600.97,101.0,1330.26,0,13.67,7.0,46.15,1.0,114.85,Monsoon,1.0,0.04,0
VSF-16776,Mumbai,Transit Hub,26.0,3.8,Rolls & Wraps,Licensed,799.16,32.0,7114.61,3,6.41,14.0,58.6,0.0,256.67,Post-Monsoon,0.0,0.23,0
VSF-16777,Bengaluru,Industrial,37.0,1.86,South Indian,Licensed,7092.138024678921,1.0,4448.64,0,6.86,2.0,,0.0,98.67,Summer,0.0,0.27,1
VSF-16778,Bengaluru,Residential,53.0,28.62,Chinese,Licensed,1264.81,53.0,1055.6,0,6.95,,91.07,0.0,87.18,Winter,1.0,0.29,1
VSF-16779,Bengaluru,Industrial,38.0,19.85,Chinese,Licensed,3247.12,161.0,7226.67,3,7.27,6.0,,0.0,167.82,Monsoon,0.0,0.17,1
VSF-16780,Bengaluru,University Area,45.0,5.46,Grilled & BBQ,Pending Renewal,1668.33,72.0,0.0,1,7.45,1.0,56.53,0.0,80.77,Summer,0.0,0.17,0
VSF-16781,Jaipur,Tourist Spot,37.0,13.16,Fast Food,Licensed,1750.45,88.0,5645.33,1,6.49,2.0,,0.0,42.16,Winter,0.0,0.21,0
VSF-16782,Delhi,University Area,26.0,1.36,Fast Food,Expired,2247.13,103.0,5088.8,2,7.35,1.0,,1.0,162.19,Monsoon,0.0,0.07,0
VSF-16783,Mumbai,Residential,27.0,9.4,Beverages,Licensed,,157.0,5132.55,0,13.25,5.0,31.57,0.0,242.08,Winter,0.0,0.15,0
VSF-16784,Delhi,Commercial,46.0,25.12,Fast Food,Licensed,3832.33,206.0,6345.1,2,7.21,17.0,83.88,1.0,121.76,Post-Monsoon,0.0,0.08,0
VSF-16785,Hyderabad,Transit Hub,52.0,14.45,North Indian,Licensed,630.47,,1818.19,0,7.29,16.0,,0.0,22.19,Winter,0.0,,1
VSF-16786,Lucknow,Industrial,52.0,1.47,Chinese,Licensed,2772.21,149.0,0.0,0,6.93,8.0,24.47,0.0,45.64,Winter,1.0,0.06,0
VSF-16787,Pune,Industrial,44.0,12.74,Desserts & Sweets,Unlicensed,1433.68,64.0,7474.19,0,10.38,1.0,,,49.48,Winter,0.0,0.04,1
VSF-16788,Bengaluru,Tourist Spot,40.0,5.24,Rolls & Wraps,Licensed,929.07,,0.0,2,7.61,,75.17,0.0,111.52,Summer,0.0,0.22,0
VSF-16789,Delhi,Transit Hub,27.0,4.31,Seafood,Pending Renewal,631.9,49.0,0.0,0,10.41,8.0,31.86,,154.2,Monsoon,1.0,0.25,0
VSF-16790,Bengaluru,Transit Hub,39.0,6.9,Chaat,Licensed,3158.24,149.0,1348.45,1,13.64,8.0,38.73,0.0,108.49,Summer,0.0,0.04,1
